crop,soil_type,Seedling Stage,Moisture (min. % of moisture in soil for healthy growth of crops,Temperature,Humidity,Rainfall in mm (based on humidity and temperature,Result (will rain or not within 2 hrs)
sweet potato,loam,harvest,29.2,23.49,88.82,4.85,Yes
peas,alluvial,flowering,42.96,25.64,74.78,8.09,Yes
soyabeans,black,harvest,23.6,21.32,43.38,1.11,No
tomato,red,fruit/bulb formation,47.61,24.68,48.1,3.6,Yes
Ginger,chalky,fruit/bulb formation,37.88,19.49,46.09,1.29,No
mustard,loam,flowering,44.83,23.82,85.1,5.28,Yes
kiwi,sandy,germination,33.17,20.99,60.75,2.25,Yes
Large Cardamom,chalky,germination,24.44,21.99,53.18,1.18,No
mustard,chalky,germination,28.66,16.36,67.03,2.87,Yes
soyabeans,black,harvest,14.1,30.13,59.2,4.36,Yes
bananas,black,maturation,22.33,18.95,59.71,2.34,Yes
Turmeric,chalky,germination,28.33,34.36,61.52,0.13,No
sweet potato,sandy,maturation,35.49,33.25,75.75,0.29,No
orange,alluvial,harvest,30.23,15.16,45.44,0.05,No
radish,red,harvest,21.1,28.4,42.45,3.97,Yes
mustard,sandy,flowering,39.2,16.43,50.24,1.45,No
bananas,loam,harvest,21.31,27.3,42.77,4.59,Yes
kiwi,sandy,maturation,26.61,16.98,55.55,1.36,No
soyabeans,sandy,maturation,27.32,18.54,82.65,7.89,Yes
Maize (corn),sandy,harvest,26.49,32.27,67.54,1.53,No
Ginger,loam,harvest,19.2,15.86,76.36,8.41,Yes
Turmeric,clay,harvest,21.31,16.75,42.74,4.57,Yes
kiwi,red,maturation,31.84,15.16,56.09,4.67,Yes
tomato,alluvial,maturation,35.01,25.74,82.42,11.05,Yes
Large Cardamom,chalky,germination,31.58,19.79,74.51,8.92,Yes
soyabeans,sandy,flowering,30.88,32.43,71.08,3.53,Yes
sweet potato,alluvial,fruit/bulb formation,41.61,33.28,41.19,3.78,Yes
potato,loam,fruit/bulb formation,47.03,26.8,69.54,4.62,Yes
tomato,loam,germination,36.52,18.37,85.73,9.13,Yes
potato,alluvial,fruit/bulb formation,46.6,30.41,53.87,0.67,No
Maize (corn),clay,flowering,33.44,21.26,62.21,0.72,No
papaya,black,maturation,29.76,31.83,89.08,3.3,Yes
Turmeric,black,harvest,18.77,19.07,68.53,2.47,Yes
Turmeric,chalky,germination,36.65,15.98,84.47,18.18,Yes
sweet potato,loam,germination,30.27,30.76,63.95,4.26,Yes
Maize (corn),loam,maturation,27.32,19.06,44.49,0.6,No
Maize (corn),alluvial,fruit/bulb formation,49.19,22.5,71.48,11.36,Yes
cabbage,black,flowering,35.07,31.36,85.95,3.84,Yes
soyabeans,red,harvest,30.02,34.46,89.77,0.98,No
Ginger,alluvial,flowering,41.87,16.4,75.17,7.56,Yes
beans,black,flowering,42.58,15.43,83.34,1.11,No
bananas,loam,harvest,26.9,31.7,66.5,1.22,No
bananas,chalky,maturation,30.53,19.4,74.88,12.65,Yes
potato,sandy,maturation,25.07,17.12,53.42,2.45,Yes
sweet potato,loam,flowering,42.66,31.06,85.35,2.53,Yes
bananas,black,fruit/bulb formation,39.4,17.71,41.78,2.48,Yes
Ginger,black,germination,22.71,21.98,80.69,17.06,Yes
orange,chalky,fruit/bulb formation,50.02,25.51,50.05,4.25,Yes
cabbage,chalky,fruit/bulb formation,48.32,19.18,88.16,17.26,Yes
soyabeans,loam,germination,23.35,22.93,78.74,1.78,No
mustard,chalky,harvest,21.44,27.01,53.08,2.53,Yes
Turmeric,red,fruit/bulb formation,46.44,21.86,42.64,1.3,No
beans,red,flowering,37.31,34.48,60.24,3.9,Yes
radish,black,fruit/bulb formation,44.8,23.92,58.32,2.91,Yes
Paddy (rice),loam,fruit/bulb formation,32.16,17.25,56.54,4.69,Yes
Maize (corn),red,maturation,26.34,16.56,66.02,2.72,Yes
mustard,red,fruit/bulb formation,36.53,16.8,66.11,3.53,Yes
Turmeric,sandy,germination,30.62,23.33,70.26,14.59,Yes
bananas,loam,germination,27.43,20.13,65.56,4.34,Yes
Maize (corn),alluvial,flowering,34.04,25.43,84.42,1.88,No
papaya,sandy,germination,29.65,33.05,46.77,3.39,Yes
papaya,loam,germination,35.44,15.06,47.44,0.25,No
tomato,red,fruit/bulb formation,51.48,31.47,72.78,2.72,Yes
mustard,loam,flowering,28.68,30.62,59.51,1.33,No
orange,black,fruit/bulb formation,47.35,17.35,42.21,4.51,Yes
Maize (corn),loam,germination,27.15,22.54,63.73,0.5,No
radish,chalky,maturation,17.55,31.3,70.4,4.63,Yes
sweet potato,alluvial,maturation,23.51,32.89,73.3,4.46,Yes
orange,red,maturation,25.11,18.82,42.05,3.74,Yes
papaya,black,flowering,42.43,27.13,76.01,14.5,Yes
mustard,sandy,harvest,19.77,22.07,68.64,1.33,No
sweet potato,alluvial,flowering,37.44,34.08,41.54,4.47,Yes
Maize (corn),sandy,germination,26.5,27.11,41.31,1.72,No
potato,sandy,germination,28.86,20.1,61.18,0.14,No
tomato,loam,flowering,49.4,26.48,65.7,5.0,Yes
potato,black,maturation,37.23,34.87,52.52,4.17,Yes
Paddy (rice),loam,germination,23.0,20.5,58.73,2.31,Yes
tomato,alluvial,harvest,27.18,25.45,89.76,3.18,Yes
bananas,loam,fruit/bulb formation,40.35,22.24,69.41,3.47,Yes
beans,chalky,maturation,31.82,18.98,87.88,2.02,Yes
Maize (corn),black,maturation,24.01,22.34,64.03,4.61,Yes
beans,chalky,flowering,41.68,23.41,67.35,2.24,Yes
beans,alluvial,harvest,26.57,22.49,66.2,0.17,No
potato,red,harvest,21.77,28.12,89.06,13.94,Yes
Turmeric,chalky,flowering,46.68,18.12,88.97,8.66,Yes
cabbage,clay,flowering,46.45,17.39,83.78,8.17,Yes
mustard,loam,germination,22.1,27.43,40.15,2.53,Yes
radish,loam,harvest,14.12,32.45,67.22,3.17,Yes
potato,black,harvest,19.72,15.91,72.24,18.77,Yes
beans,black,fruit/bulb formation,45.19,34.46,75.16,3.45,Yes
sweet potato,sandy,flowering,40.05,27.8,81.47,4.36,Yes
tomato,clay,maturation,31.95,26.67,51.61,1.2,No
papaya,loam,harvest,29.63,28.11,86.9,2.25,Yes
peas,chalky,germination,27.36,31.62,73.14,4.18,Yes
beans,alluvial,harvest,29.76,22.18,59.87,1.59,No
potato,chalky,fruit/bulb formation,35.26,18.08,75.81,18.52,Yes
Maize (corn),black,germination,30.3,30.01,78.44,3.31,Yes
orange,alluvial,harvest,29.23,19.58,88.69,2.92,Yes
radish,red,maturation,31.81,24.82,73.21,7.28,Yes
papaya,sandy,flowering,41.42,15.78,42.09,1.5,No
Maize (corn),chalky,maturation,36.23,31.6,42.67,0.21,No
kiwi,sandy,germination,32.9,15.43,53.59,0.46,No
Paddy (rice),red,harvest,24.56,34.81,78.18,4.5,Yes
Turmeric,black,maturation,33.93,32.33,63.93,1.7,No
Paddy (rice),sandy,germination,31.29,25.21,71.29,10.93,Yes
orange,black,harvest,20.25,33.66,71.02,2.02,Yes
bananas,sandy,fruit/bulb formation,41.1,24.15,72.39,17.22,Yes
orange,black,germination,24.12,29.97,73.39,17.27,Yes
soyabeans,chalky,germination,27.7,32.42,61.28,0.84,No
kiwi,alluvial,flowering,46.21,17.34,66.74,4.84,Yes
bananas,sandy,fruit/bulb formation,33.77,24.87,88.48,4.3,Yes
Large Cardamom,loam,harvest,25.55,19.74,49.88,1.95,No
peas,alluvial,fruit/bulb formation,49.39,22.32,50.1,2.88,Yes
kiwi,loam,harvest,25.52,31.89,43.31,0.63,No
bananas,black,maturation,24.02,31.22,70.87,1.53,No
sweet potato,red,germination,22.55,18.92,50.4,2.6,Yes
tomato,loam,fruit/bulb formation,53.46,34.0,81.88,1.78,No
tomato,alluvial,fruit/bulb formation,42.07,23.04,77.06,17.86,Yes
papaya,loam,maturation,39.49,30.52,44.91,0.36,No
radish,chalky,maturation,17.22,20.68,85.4,11.77,Yes
radish,sandy,flowering,39.73,16.83,68.26,1.66,No
potato,clay,germination,30.59,21.54,52.59,2.21,Yes
orange,chalky,harvest,22.75,17.85,43.88,4.41,Yes
mustard,clay,harvest,25.67,25.03,64.2,4.07,Yes
sweet potato,black,fruit/bulb formation,41.59,27.53,43.41,2.9,Yes
mustard,chalky,flowering,31.47,17.14,82.38,1.27,No
soyabeans,red,germination,34.83,24.02,49.55,2.43,Yes
tomato,chalky,fruit/bulb formation,44.76,28.14,74.74,14.74,Yes
Large Cardamom,loam,flowering,42.66,23.37,46.63,3.12,Yes
bananas,sandy,germination,28.73,33.13,86.22,3.96,Yes
bananas,loam,fruit/bulb formation,52.18,30.69,58.4,0.39,No
tomato,sandy,fruit/bulb formation,45.33,33.74,81.04,4.4,Yes
tomato,black,maturation,31.17,20.81,71.41,19.5,Yes
potato,chalky,flowering,37.95,21.27,44.91,0.79,No
Large Cardamom,chalky,flowering,26.02,31.79,80.84,0.41,No
peas,black,flowering,42.05,23.55,73.96,14.29,Yes
tomato,loam,fruit/bulb formation,35.73,20.12,78.16,5.6,Yes
Paddy (rice),red,flowering,37.94,19.0,67.86,4.93,Yes
peas,red,fruit/bulb formation,52.85,17.97,54.43,0.23,No
kiwi,clay,maturation,30.92,25.0,70.68,14.13,Yes
potato,sandy,fruit/bulb formation,51.92,32.18,51.65,3.42,Yes
radish,clay,fruit/bulb formation,49.52,31.9,88.97,2.49,Yes
potato,black,fruit/bulb formation,42.14,15.05,80.46,18.15,Yes
orange,sandy,harvest,20.75,29.91,67.72,4.69,Yes
soyabeans,sandy,harvest,26.15,27.91,59.76,4.04,Yes
potato,red,harvest,27.16,31.24,63.52,2.67,Yes
soyabeans,loam,harvest,29.25,22.47,71.59,18.54,Yes
mustard,clay,harvest,23.9,31.53,48.24,3.8,Yes
Ginger,chalky,germination,24.53,21.19,87.14,16.05,Yes
tomato,alluvial,germination,25.14,27.12,77.28,11.76,Yes
Ginger,red,flowering,35.78,28.36,79.23,1.38,No
papaya,chalky,maturation,27.81,31.25,80.04,3.96,Yes
sweet potato,sandy,maturation,32.11,30.17,49.29,4.52,Yes
Turmeric,chalky,fruit/bulb formation,48.48,23.33,48.23,2.34,Yes
kiwi,black,flowering,42.83,33.52,53.28,2.0,Yes
cabbage,loam,harvest,19.97,29.07,63.17,4.57,Yes
bananas,clay,harvest,25.25,15.56,57.43,1.45,No
mustard,alluvial,germination,30.09,31.02,70.83,0.32,No
kiwi,alluvial,flowering,32.96,16.8,73.91,19.39,Yes
tomato,red,flowering,32.15,33.54,46.99,2.83,Yes
Turmeric,red,flowering,40.39,33.96,65.35,4.24,Yes
beans,alluvial,fruit/bulb formation,31.21,30.47,48.28,0.96,No
papaya,alluvial,harvest,20.6,24.32,68.09,1.79,No
Paddy (rice),sandy,harvest,18.37,28.24,68.72,3.92,Yes
Ginger,red,maturation,27.36,15.93,53.42,4.34,Yes
sweet potato,alluvial,flowering,41.73,18.55,73.57,10.26,Yes
tomato,loam,harvest,19.19,34.26,48.01,0.29,No
soyabeans,red,fruit/bulb formation,35.79,20.48,46.67,1.27,No
kiwi,loam,fruit/bulb formation,48.03,25.88,78.66,11.41,Yes
Large Cardamom,black,germination,28.99,30.85,80.5,3.31,Yes
Turmeric,chalky,germination,35.49,17.87,55.38,0.05,No
papaya,alluvial,harvest,17.48,18.53,56.42,4.36,Yes
Paddy (rice),loam,harvest,29.27,21.37,52.36,2.49,Yes
sweet potato,alluvial,fruit/bulb formation,39.9,26.57,75.2,12.16,Yes
orange,clay,maturation,24.46,20.46,65.6,3.89,Yes
beans,red,flowering,31.71,32.53,58.67,1.98,No
potato,sandy,harvest,21.78,16.94,45.47,3.92,Yes
soyabeans,clay,harvest,16.27,20.26,51.26,1.79,No
radish,loam,fruit/bulb formation,34.25,17.03,44.59,1.77,No
potato,sandy,fruit/bulb formation,40.7,27.5,88.66,5.37,Yes
soyabeans,loam,germination,29.46,15.72,44.9,1.88,No
Ginger,chalky,fruit/bulb formation,43.41,33.37,83.06,2.09,Yes
mustard,alluvial,fruit/bulb formation,35.61,29.7,56.02,2.6,Yes
tomato,loam,harvest,25.47,30.68,56.03,1.75,No
Ginger,chalky,flowering,31.48,20.76,75.59,1.27,No
bananas,red,germination,28.48,22.22,66.74,2.13,Yes
orange,black,harvest,19.42,20.4,48.4,3.21,Yes
potato,clay,fruit/bulb formation,36.83,19.24,81.92,8.04,Yes
Large Cardamom,loam,flowering,34.78,34.0,89.57,1.01,No
tomato,chalky,maturation,18.52,22.84,80.63,8.42,Yes
orange,black,maturation,25.72,22.89,55.15,3.17,Yes
potato,chalky,germination,30.01,19.1,75.34,9.44,Yes
soyabeans,red,harvest,25.51,30.86,84.55,1.64,No
radish,chalky,fruit/bulb formation,38.25,25.73,52.94,4.09,Yes
kiwi,red,maturation,22.2,26.29,71.55,7.63,Yes
tomato,red,flowering,44.88,28.96,76.25,15.53,Yes
tomato,alluvial,maturation,37.81,19.02,58.81,1.63,No
potato,clay,maturation,20.99,16.51,85.45,10.21,Yes
peas,loam,germination,32.57,30.21,64.95,1.48,No
Large Cardamom,sandy,maturation,35.54,34.35,66.41,1.05,No
Paddy (rice),red,flowering,30.42,25.66,79.86,19.1,Yes
Maize (corn),black,fruit/bulb formation,35.69,31.62,86.03,1.87,No
Maize (corn),red,fruit/bulb formation,37.29,34.78,73.4,2.77,Yes
Turmeric,chalky,flowering,37.46,21.11,58.9,2.93,Yes
peas,chalky,maturation,29.32,21.98,65.79,2.34,Yes
orange,sandy,flowering,37.36,20.1,55.22,0.64,No
sweet potato,chalky,flowering,43.87,17.34,50.28,2.74,Yes
papaya,red,flowering,37.18,22.96,72.33,5.53,Yes
mustard,clay,maturation,26.59,17.7,85.39,8.19,Yes
peas,clay,harvest,27.83,21.22,66.87,0.42,No
Large Cardamom,chalky,maturation,21.21,24.84,71.1,4.53,Yes
Ginger,black,harvest,22.58,30.26,74.31,3.77,Yes
orange,clay,flowering,29.27,17.43,74.62,2.03,Yes
radish,loam,germination,38.83,33.24,88.15,0.43,No
mustard,loam,flowering,28.47,22.55,64.81,3.15,Yes
Maize (corn),red,flowering,40.82,27.55,88.77,1.41,No
Ginger,sandy,germination,29.51,26.66,86.56,7.14,Yes
Paddy (rice),alluvial,germination,24.68,15.57,65.55,4.03,Yes
Maize (corn),clay,germination,28.88,33.31,42.17,0.3,No
potato,clay,maturation,25.52,30.29,84.67,3.76,Yes
cabbage,sandy,germination,27.46,16.49,75.1,3.34,Yes
Maize (corn),chalky,flowering,35.8,26.29,62.55,4.84,Yes
radish,red,fruit/bulb formation,43.75,34.45,80.58,2.03,Yes
kiwi,black,fruit/bulb formation,42.98,34.15,75.48,2.97,Yes
sweet potato,red,fruit/bulb formation,50.28,27.21,50.96,0.35,No
radish,loam,flowering,44.54,26.34,80.28,13.48,Yes
Paddy (rice),alluvial,harvest,15.63,32.97,60.82,4.21,Yes
potato,red,harvest,17.86,33.38,62.93,4.17,Yes
peas,clay,maturation,29.55,31.45,84.38,4.34,Yes
Large Cardamom,alluvial,harvest,26.79,18.09,44.25,0.43,No
cabbage,red,flowering,33.19,21.3,53.02,1.75,No
kiwi,chalky,maturation,32.08,23.05,65.92,3.52,Yes
tomato,alluvial,germination,25.15,24.92,44.57,3.62,Yes
Large Cardamom,alluvial,maturation,28.0,30.99,88.36,2.96,Yes
Ginger,red,flowering,33.77,28.99,88.04,7.44,Yes
cabbage,sandy,harvest,22.59,22.78,47.72,4.15,Yes
bananas,chalky,flowering,46.01,18.86,80.59,3.88,Yes
papaya,loam,harvest,19.87,24.68,72.85,1.78,No
bananas,loam,fruit/bulb formation,32.94,22.13,80.68,7.71,Yes
beans,red,flowering,30.94,28.42,50.66,1.82,No
Maize (corn),alluvial,germination,28.94,21.15,42.33,2.81,Yes
soyabeans,sandy,fruit/bulb formation,38.68,26.11,66.65,3.18,Yes
tomato,red,harvest,24.92,20.23,42.79,2.45,Yes
Paddy (rice),black,fruit/bulb formation,45.34,16.64,68.98,2.27,Yes
Ginger,loam,flowering,34.61,21.24,75.81,11.41,Yes
papaya,chalky,flowering,34.69,22.15,68.14,0.84,No
sweet potato,sandy,maturation,23.5,15.65,45.84,2.16,Yes
tomato,clay,flowering,29.58,25.34,85.53,11.45,Yes
soyabeans,clay,harvest,18.86,30.83,84.56,3.93,Yes
Turmeric,loam,harvest,26.45,26.59,80.42,17.07,Yes
potato,sandy,harvest,21.46,15.53,85.24,16.66,Yes
cabbage,black,maturation,29.49,33.5,82.8,2.31,Yes
Ginger,black,harvest,27.32,30.01,70.93,3.44,Yes
Paddy (rice),chalky,harvest,24.9,31.76,67.72,2.3,Yes
bananas,red,germination,28.94,32.46,69.5,2.02,Yes
tomato,loam,maturation,29.12,24.78,63.65,0.42,No
bananas,black,flowering,36.07,33.11,52.02,0.3,No
tomato,red,flowering,38.91,26.26,68.15,1.07,No
mustard,sandy,harvest,20.79,30.53,61.37,0.04,No
potato,red,fruit/bulb formation,39.09,22.8,53.91,1.41,No
kiwi,alluvial,maturation,30.43,27.35,80.46,17.98,Yes
tomato,black,fruit/bulb formation,45.98,28.77,41.42,0.81,No
Paddy (rice),alluvial,fruit/bulb formation,38.12,27.87,88.02,19.94,Yes
bananas,chalky,fruit/bulb formation,39.88,28.46,71.57,12.44,Yes
potato,alluvial,flowering,38.88,33.55,62.74,2.89,Yes
Turmeric,sandy,maturation,32.68,21.05,51.0,0.12,No
papaya,black,germination,23.38,33.76,86.78,2.33,Yes
papaya,alluvial,flowering,39.98,18.5,41.95,1.17,No
mustard,black,fruit/bulb formation,45.07,22.23,61.09,3.29,Yes
potato,black,maturation,22.46,25.99,40.7,1.92,No
cabbage,alluvial,flowering,34.06,17.23,86.88,19.1,Yes
sweet potato,black,harvest,24.83,22.65,83.03,6.0,Yes
Paddy (rice),sandy,harvest,26.27,22.7,72.93,15.08,Yes
tomato,sandy,germination,30.66,34.13,41.28,3.5,Yes
radish,black,harvest,17.13,32.03,80.36,1.9,No
peas,alluvial,maturation,20.86,18.92,87.47,8.38,Yes
peas,black,germination,33.57,21.33,48.88,1.53,No
soyabeans,sandy,harvest,16.74,26.89,64.15,2.0,No
Ginger,alluvial,germination,35.0,26.07,86.67,14.06,Yes
Turmeric,alluvial,maturation,29.93,34.12,63.78,3.98,Yes
beans,sandy,maturation,31.18,34.6,89.03,1.52,No
Paddy (rice),chalky,harvest,27.1,17.88,57.83,1.78,No
tomato,black,germination,29.08,23.09,48.13,1.97,No
tomato,sandy,fruit/bulb formation,38.58,27.4,65.21,0.68,No
potato,red,flowering,39.55,22.89,74.57,15.82,Yes
cabbage,chalky,flowering,45.5,33.3,58.36,0.17,No
bananas,chalky,flowering,36.87,28.19,40.53,4.83,Yes
mustard,clay,flowering,44.61,27.89,80.81,16.95,Yes
orange,alluvial,harvest,29.51,15.47,52.38,3.37,Yes
bananas,clay,fruit/bulb formation,46.25,19.58,41.03,4.9,Yes
bananas,clay,flowering,31.94,27.66,56.6,3.27,Yes
Turmeric,alluvial,germination,27.9,28.16,60.41,0.1,No
papaya,alluvial,germination,30.04,22.03,82.65,9.51,Yes
Maize (corn),chalky,harvest,31.84,22.81,63.82,1.57,No
Large Cardamom,red,harvest,29.05,26.33,86.62,10.65,Yes
Large Cardamom,alluvial,fruit/bulb formation,41.76,34.04,86.58,0.16,No
cabbage,black,germination,29.26,23.88,73.94,3.92,Yes
Maize (corn),sandy,flowering,40.89,19.14,88.38,16.8,Yes
mustard,sandy,harvest,27.84,22.77,73.05,13.13,Yes
tomato,chalky,fruit/bulb formation,49.69,19.02,70.17,11.5,Yes
tomato,chalky,germination,34.69,29.05,83.2,15.33,Yes
cabbage,black,fruit/bulb formation,49.91,34.06,68.47,0.61,No
radish,red,fruit/bulb formation,44.49,20.1,88.76,10.21,Yes
radish,alluvial,maturation,33.51,27.09,58.99,3.44,Yes
Turmeric,sandy,fruit/bulb formation,43.08,31.35,47.29,4.6,Yes
peas,clay,maturation,26.48,25.6,54.6,0.64,No
mustard,alluvial,harvest,16.06,32.91,69.25,3.54,Yes
tomato,black,germination,29.4,26.99,78.56,5.59,Yes
Ginger,chalky,harvest,12.84,20.22,89.2,8.79,Yes
soyabeans,sandy,fruit/bulb formation,46.35,26.51,45.15,1.16,No
beans,chalky,harvest,26.46,28.37,51.42,1.21,No
bananas,loam,harvest,15.98,27.55,42.54,4.72,Yes
bananas,clay,fruit/bulb formation,46.02,32.34,63.94,2.23,Yes
mustard,alluvial,harvest,16.25,26.14,40.54,1.69,No
bananas,black,harvest,29.14,25.3,84.65,3.06,Yes
tomato,black,fruit/bulb formation,40.66,18.73,65.97,3.26,Yes
Turmeric,loam,germination,29.22,17.87,70.23,19.19,Yes
papaya,black,maturation,29.8,25.86,69.15,4.28,Yes
sweet potato,sandy,fruit/bulb formation,40.97,25.03,53.52,2.39,Yes
Ginger,clay,harvest,29.09,16.56,63.63,4.95,Yes
orange,red,germination,28.64,32.64,88.66,4.2,Yes
peas,alluvial,harvest,24.18,18.64,49.88,1.68,No
papaya,alluvial,flowering,31.79,27.06,44.52,4.1,Yes
bananas,black,germination,34.37,19.13,60.15,1.68,No
bananas,clay,harvest,11.81,22.81,45.18,3.24,Yes
papaya,chalky,flowering,42.83,31.6,45.06,2.48,Yes
potato,red,germination,24.49,21.13,87.25,11.15,Yes
sweet potato,black,fruit/bulb formation,46.98,32.19,67.05,4.91,Yes
beans,chalky,harvest,18.85,23.42,65.55,1.78,No
peas,chalky,germination,26.55,16.12,53.82,4.27,Yes
radish,alluvial,fruit/bulb formation,51.9,27.32,56.18,4.45,Yes
orange,alluvial,harvest,24.24,17.54,57.78,2.42,Yes
bananas,sandy,harvest,25.0,18.24,60.24,0.5,No
radish,red,harvest,15.21,24.5,72.78,10.42,Yes
tomato,clay,flowering,29.46,34.33,82.99,0.66,No
mustard,black,harvest,16.96,28.1,60.14,2.21,Yes
Paddy (rice),chalky,fruit/bulb formation,38.98,28.23,55.57,1.32,No
orange,chalky,harvest,27.33,32.81,82.32,1.74,No
kiwi,sandy,germination,27.71,16.01,53.86,2.68,Yes
radish,alluvial,flowering,31.27,33.9,55.5,1.74,No
papaya,black,germination,27.78,16.56,49.92,2.4,Yes
Maize (corn),red,maturation,24.75,23.07,42.92,4.51,Yes
peas,black,flowering,28.09,17.99,83.1,18.41,Yes
papaya,alluvial,fruit/bulb formation,45.55,21.9,67.56,4.29,Yes
Maize (corn),sandy,maturation,24.45,32.17,41.32,4.4,Yes
Maize (corn),sandy,flowering,31.65,25.32,54.71,4.38,Yes
Maize (corn),alluvial,maturation,35.76,32.66,52.04,3.55,Yes
Ginger,clay,germination,26.96,32.12,57.21,1.39,No
Turmeric,black,harvest,21.72,21.61,81.95,10.21,Yes
cabbage,red,germination,27.37,33.5,76.79,3.9,Yes
papaya,red,germination,27.94,30.16,46.51,1.16,No
papaya,alluvial,harvest,24.96,17.01,76.47,19.62,Yes
peas,black,harvest,18.29,21.98,60.44,4.78,Yes
papaya,sandy,maturation,27.46,30.62,80.07,4.67,Yes
cabbage,clay,germination,31.56,32.28,75.41,3.85,Yes
soyabeans,red,harvest,20.95,21.43,50.97,1.15,No
orange,loam,germination,35.01,28.27,67.38,3.96,Yes
Maize (corn),loam,maturation,24.31,22.01,81.27,13.69,Yes
mustard,black,harvest,21.19,17.07,58.75,2.65,Yes
bananas,loam,fruit/bulb formation,35.99,25.83,68.44,0.55,No
Paddy (rice),red,flowering,38.27,18.95,66.16,2.48,Yes
orange,red,germination,28.68,30.4,87.83,2.72,Yes
peas,loam,maturation,32.89,21.97,45.33,1.61,No
kiwi,red,germination,26.93,34.54,72.66,4.46,Yes
kiwi,black,fruit/bulb formation,44.36,18.74,54.57,1.56,No
Ginger,loam,flowering,27.99,31.71,50.77,4.28,Yes
orange,alluvial,flowering,36.83,22.62,42.08,0.77,No
Large Cardamom,red,germination,36.77,22.04,82.66,4.93,Yes
Ginger,black,germination,27.51,33.0,64.67,0.0,No
mustard,loam,germination,30.87,26.81,44.9,1.21,No
Large Cardamom,loam,fruit/bulb formation,45.45,17.82,42.54,3.61,Yes
sweet potato,chalky,fruit/bulb formation,45.88,15.31,76.68,15.34,Yes
tomato,black,germination,27.56,34.96,42.11,1.24,No
peas,black,germination,32.26,20.77,89.48,10.59,Yes
orange,red,germination,24.26,17.0,61.46,1.67,No
mustard,alluvial,flowering,46.0,34.52,77.32,3.21,Yes
Maize (corn),black,harvest,27.82,33.21,70.02,2.79,Yes
peas,loam,germination,25.47,15.05,72.84,3.88,Yes
soyabeans,alluvial,flowering,43.52,25.84,68.19,4.51,Yes
radish,alluvial,flowering,37.75,26.1,40.08,1.1,No
papaya,sandy,harvest,21.55,30.24,75.82,0.83,No
Maize (corn),alluvial,maturation,27.29,26.14,54.74,1.66,No
radish,sandy,germination,27.59,19.34,46.94,4.28,Yes
potato,black,harvest,25.74,15.91,84.41,11.19,Yes
peas,loam,flowering,42.15,18.43,55.26,2.47,Yes
Turmeric,sandy,germination,31.9,22.46,60.37,2.93,Yes
sweet potato,sandy,fruit/bulb formation,36.12,20.5,80.47,18.7,Yes
potato,clay,flowering,42.11,22.03,55.35,4.16,Yes
cabbage,loam,maturation,28.41,30.83,63.4,2.77,Yes
Turmeric,red,flowering,29.26,18.73,40.78,4.27,Yes
Large Cardamom,alluvial,fruit/bulb formation,44.89,19.24,77.55,18.61,Yes
beans,chalky,maturation,30.03,28.21,75.51,16.33,Yes
soyabeans,sandy,fruit/bulb formation,39.58,27.34,63.23,3.37,Yes
potato,chalky,flowering,38.19,21.25,54.98,3.68,Yes
Ginger,loam,harvest,22.58,15.62,67.06,0.04,No
beans,clay,germination,26.95,26.89,68.12,1.2,No
orange,loam,fruit/bulb formation,49.32,17.34,74.67,14.88,Yes
papaya,red,fruit/bulb formation,44.17,23.03,83.5,9.81,Yes
Ginger,alluvial,germination,25.87,23.22,69.92,2.46,Yes
radish,alluvial,flowering,29.92,32.94,71.25,0.19,No
sweet potato,clay,maturation,32.37,31.86,73.58,1.89,No
beans,clay,flowering,26.2,32.81,85.77,3.01,Yes
bananas,loam,maturation,26.78,32.47,87.76,3.59,Yes
Large Cardamom,red,flowering,43.34,30.41,81.74,3.65,Yes
tomato,clay,harvest,25.81,29.38,85.36,9.92,Yes
orange,loam,germination,29.87,26.88,47.66,1.63,No
Maize (corn),clay,fruit/bulb formation,51.57,20.67,89.47,8.64,Yes
Turmeric,black,maturation,30.89,21.66,71.95,1.83,No
cabbage,loam,maturation,23.95,27.57,46.04,4.73,Yes
soyabeans,red,fruit/bulb formation,50.67,16.9,42.28,3.65,Yes
beans,sandy,fruit/bulb formation,45.91,22.32,75.27,18.86,Yes
mustard,clay,germination,30.47,26.84,80.31,9.83,Yes
Maize (corn),sandy,harvest,28.35,23.94,42.13,2.12,Yes
orange,clay,flowering,34.82,27.48,72.04,18.69,Yes
mustard,clay,maturation,34.08,18.75,83.86,3.16,Yes
Turmeric,sandy,harvest,25.87,16.2,54.77,4.05,Yes
beans,sandy,flowering,32.29,30.49,88.4,0.08,No
